22
1,56484755
2,59498159
3,48171885
4,46437093
5,44398601
6,41380159
7,38366700
8,35790197
9,29746531
10,32020378
11,32458544
12,32344537
13,23552648
14,21860278
15,20076368
16,21956267
17,19247163
18,18349956
19,13733245
20,14516495
21,9036561
22,8433554
