22
1,29698
2,46157
3,20199
4,11052
5,21597
6,15423
7,17773
8,12925
9,17995
10,14630
11,26286
12,18711
13,14873
14,11778
15,13551
16,22234
17,30847
18,6706
19,19202
20,6623
21,4760
22,7064
